joke_id,joke,cleanedText1,cleanedText2,cleanedText3,pos_tags,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRT,PRON,VERB,PUNC,OTHERS,cleanedText4,cluster,sorted_topics,main_topic
32,"|  

  
A man arrives at the gates of heaven. St. Peter asks, ""Religion?"" The man
says, ""Methodist."" St. Peter looks down his list, and says, ""Go to room 24,
but be very quiet as you pass room 8.""

Another man arrives at the gates of heaven. ""Religion?"" ""Baptist."" ""Go to room
18, but be very quiet as you pass room 8.""

A third man arrives at the gates. ""Religion?"" ""Jewish."" ""Go to room 11, but be
very quiet as you pass room 8."" The man says, ""I can understand there being
different rooms for different religions, but why must I be quiet when I pass
room 8?"" St. Peter tells him, ""Well the Catholics are in room 8, and they
think they're the only ones here.  
  
---|---

",a man arrives at the gates of heaven st peter asks religion the man says methodist st peter looks down his list and says go to room 24 but be very quiet as you pass room 8 another man arrives at the gates of heaven religion baptist go to room 18 but be very quiet as you pass room 8 a third man arrives at the gates religion jewish go to room 11 but be very quiet as you pass room 8 the man says i can understand there being different rooms for different religions but why must i be quiet when i pass room 8 st peter tells him well the catholics are in room 8 and they think they re the only ones here,man arrives gates heaven st peter asks religion man says methodist st peter looks list says go room 24 quiet pass room 8 another man arrives gates heaven religion baptist go room 18 quiet pass room 8 third man arrives gates religion jewish go room 11 quiet pass room 8 man says understand different rooms different religions must quiet pass room 8 st peter tells well catholics room 8 think re ones,man arrives gate heaven st peter asks religion man say methodist st peter look list say go room 24 quiet pas room 8 another man arrives gate heaven religion baptist go room 18 quiet pas room 8 third man arrives gate religion jewish go room 11 quiet pas room 8 man say understand different room different religion must quiet pas room 8 st peter tell well catholic room 8 think re one,"[('man', 'NOUN'), ('arrives', 'VERB'), ('gates', 'NOUN'), ('heaven', 'ADV'), ('st', 'VERB'), ('peter', 'NOUN'), ('asks', 'NOUN'), ('religion', 'NOUN'), ('man', 'NOUN'), ('says', 'VERB'), ('methodist', 'NOUN'), ('st', 'NOUN'), ('peter', 'NOUN'), ('looks', 'VERB'), ('list', 'NOUN'), ('says', 'VERB'), ('go', 'VERB'), ('room', 'NOUN'), ('24', 'NUM'), ('quiet', 'ADJ'), ('pass', 'NOUN'), ('room', 'NOUN'), ('8', 'NUM'), ('another', 'DET'), ('man', 'NOUN'), ('arrives', 'VERB'), ('gates', 'NOUN'), ('heaven', 'ADJ'), ('religion', 'NOUN'), ('baptist', 'NOUN'), ('go', 'VERB'), ('room', 'NOUN'), ('18', 'NUM'), ('quiet', 'ADJ'), ('pass', 'NOUN'), ('room', 'NOUN'), ('8', 'NUM'), ('third', 'ADJ'), ('man', 'NOUN'), ('arrives', 'VERB'), ('gates', 'VERB'), ('religion', 'NOUN'), ('jewish', 'ADJ'), ('go', 'VERB'), ('room', 'NOUN'), ('11', 'NUM'), ('quiet', 'ADJ'), ('pass', 'NOUN'), ('room', 'NOUN'), ('8', 'NUM'), ('man', 'NOUN'), ('says', 'VERB'), ('understand', 'ADJ'), ('different', 'ADJ'), ('rooms', 'NOUN'), ('different', 'ADJ'), ('religions', 'NOUN'), ('must', 'VERB'), ('quiet', 'VERB'), ('pass', 'NOUN'), ('room', 'NOUN'), ('8', 'NUM'), ('st', 'NOUN'), ('peter', 'NOUN'), ('tells', 'NOUN'), ('well', 'ADV'), ('catholics', 'NOUN'), ('room', 'NOUN'), ('8', 'NUM'), ('think', 'NOUN'), ('re', 'NOUN'), ('ones', 'NOUN')]","['quiet', 'heaven', 'quiet', 'third', 'jewish', 'quiet', 'understand', 'different', 'different']",[],"['heaven', 'well']",[],['another'],"['man', 'gates', 'peter', 'asks', 'religion', 'man', 'methodist', 'st', 'peter', 'list', 'room', 'pass', 'room', 'man', 'gates', 'religion', 'baptist', 'room', 'pass', 'room', 'man', 'religion', 'room', 'pass', 'room', 'man', 'rooms', 'religions', 'pass', 'room', 'st', 'peter', 'tells', 'catholics', 'room', 'think', 're', 'ones']","['24', '8', '18', '8', '11', '8', '8', '8']",[],[],"['arrives', 'st', 'says', 'looks', 'says', 'go', 'arrives', 'go', 'arrives', 'gates', 'go', 'says', 'must', 'quiet']",[],[],man arrives gates st peter asks religion man says methodist st peter looks list says go room pass room man arrives gates religion baptist go room pass room man arrives gates religion go room pass room man says rooms religions must quiet pass room st peter tells catholics room think re ones,"[(0, 0.0007206604), (1, 0.000624395), (2, 0.0007385248), (3, 0.0004074475), (4, 0.9941917), (5, 0.00054896437), (6, 0.00084640365), (7, 0.0006600558), (8, 0.00071335584), (9, 0.0005485362)]","[(4, 0.9941917), (6, 0.00084640365), (2, 0.0007385248), (0, 0.0007206604), (8, 0.00071335584), (7, 0.0006600558), (1, 0.000624395), (5, 0.00054896437), (9, 0.0005485362), (3, 0.0004074475)]",4
33,"|  

  
What do you call an American in the finals of the world cup?

""Hey Beer Man!""  
---|---

",what do you call an american in the finals of the world cup hey beer man,call american finals world cup hey beer man,call american final world cup hey beer man,"[('call', 'ADJ'), ('american', 'ADJ'), ('finals', 'NOUN'), ('world', 'NOUN'), ('cup', 'NOUN'), ('hey', 'NOUN'), ('beer', 'NOUN'), ('man', 'NOUN')]","['call', 'american']",[],[],[],[],"['finals', 'world', 'cup', 'hey', 'beer', 'man']",[],[],[],[],[],[],finals world cup hey beer man,"[(0, 0.0059544016), (1, 0.0051590162), (2, 0.0061020055), (3, 0.003366504), (4, 0.0047748834), (5, 0.0045357766), (6, 0.0069933464), (7, 0.95268774), (8, 0.0058940486), (9, 0.004532239)]","[(7, 0.95268774), (6, 0.0069933464), (2, 0.0061020055), (0, 0.0059544016), (8, 0.0058940486), (1, 0.0051590162), (4, 0.0047748834), (5, 0.0045357766), (9, 0.004532239), (3, 0.003366504)]",7
34,"|  

  
Out in the backwoods of some midwestern state, little Johnny arrives at school
an hour late.

Teacher: ""Why are you so late, John?""  
Johny : ""My big brother got shot in the ass.""  
(the teacher corrects his speech)  
Teacher: ""Rectum.""  
Johnny : ""Wrecked him!? Hell, It damn near killed him!""  
  
---|---

",out in the backwoods of some midwestern state little johnny arrives at school an hour late teacher why are you so late john johny my big brother got shot in the ass the teacher corrects his speech teacher rectum johnny wrecked him hell it damn near killed him,backwoods midwestern state little johnny arrives school hour late teacher late john johny big brother got shot ass teacher corrects speech teacher rectum johnny wrecked hell damn near killed,backwoods midwestern state little johnny arrives school hour late teacher late john johny big brother got shot as teacher corrects speech teacher rectum johnny wrecked hell damn near killed,"[('backwoods', 'NOUN'), ('midwestern', 'ADJ'), ('state', 'NOUN'), ('little', 'ADJ'), ('johnny', 'ADJ'), ('arrives', 'NOUN'), ('school', 'NOUN'), ('hour', 'NOUN'), ('late', 'ADV'), ('teacher', 'NOUN'), ('late', 'ADJ'), ('john', 'NOUN'), ('johny', 'NOUN'), ('big', 'ADJ'), ('brother', 'NOUN'), ('got', 'VERB'), ('shot', 'ADJ'), ('ass', 'NOUN'), ('teacher', 'NOUN'), ('corrects', 'NOUN'), ('speech', 'VERB'), ('teacher', 'ADV'), ('rectum', 'ADJ'), ('johnny', 'NOUN'), ('wrecked', 'VERB'), ('hell', 'NOUN'), ('damn', 'NOUN'), ('near', 'ADP'), ('killed', 'VERB')]","['midwestern', 'little', 'johnny', 'late', 'big', 'shot', 'rectum']",['near'],"['late', 'teacher']",[],[],"['backwoods', 'state', 'arrives', 'school', 'hour', 'teacher', 'john', 'johny', 'brother', 'ass', 'teacher', 'corrects', 'johnny', 'hell', 'damn']",[],[],[],"['got', 'speech', 'wrecked', 'killed']",[],[],backwoods state arrives school hour teacher john johny brother got ass teacher corrects speech johnny wrecked hell damn killed,"[(0, 0.0019507516), (1, 0.0016901714), (2, 0.9847122), (3, 0.0011029175), (4, 0.0015643236), (5, 0.0014859886), (6, 0.0022911257), (7, 0.0017867014), (8, 0.0019309791), (9, 0.0014848297)]","[(2, 0.9847122), (6, 0.0022911257), (0, 0.0019507516), (8, 0.0019309791), (7, 0.0017867014), (1, 0.0016901714), (4, 0.0015643236), (5, 0.0014859886), (9, 0.0014848297), (3, 0.0011029175)]",2
35,"|  

  
An explorer in the deepest Amazon suddenly finds himself surrounded by a
bloodthirsty group of natives. Upon surveying the situation, he says quietly
to himself, ""Oh God, I'm screwed.""

The sky darkens and a voice booms out, ""No, you are NOT screwed. Pick up that
stone at your feet and bash in the head of the chief standing in front of
you.""

So with the stone he bashes the life out of the chief. Standing above the
lifeless body, breathing heavily looking at 100 angry natives...

The voice booms out again, ""Okay ..... NOW you're screwed.""  
  
---|---

",an explorer in the deepest amazon suddenly finds himself surrounded by a bloodthirsty group of natives upon surveying the situation he says quietly to himself oh god i m screwed the sky darkens and a voice booms out no you are not screwed pick up that stone at your feet and bash in the head of the chief standing in front of you so with the stone he bashes the life out of the chief standing above the lifeless body breathing heavily looking at 100 angry natives the voice booms out again okay now you re screwed,explorer deepest amazon suddenly finds surrounded bloodthirsty group natives upon surveying situation says quietly oh god m screwed sky darkens voice booms screwed pick stone feet bash head chief standing front stone bashes life chief standing lifeless body breathing heavily looking 100 angry natives voice booms okay re screwed,explorer deepest amazon suddenly find surrounded bloodthirsty group native upon surveying situation say quietly oh god m screwed sky darkens voice boom screwed pick stone foot bash head chief standing front stone bash life chief standing lifeless body breathing heavily looking 100 angry native voice boom okay re screwed,"[('explorer', 'NOUN'), ('deepest', 'ADJ'), ('amazon', 'NOUN'), ('suddenly', 'ADV'), ('finds', 'VERB'), ('surrounded', 'ADJ'), ('bloodthirsty', 'NOUN'), ('group', 'NOUN'), ('natives', 'VERB'), ('upon', 'ADP'), ('surveying', 'VERB'), ('situation', 'NOUN'), ('says', 'VERB'), ('quietly', 'ADV'), ('oh', 'ADJ'), ('god', 'NOUN'), ('m', 'NOUN'), ('screwed', 'VERB'), ('sky', 'ADJ'), ('darkens', 'NOUN'), ('voice', 'NOUN'), ('booms', 'NOUN'), ('screwed', 'VERB'), ('pick', 'ADJ'), ('stone', 'NOUN'), ('feet', 'NOUN'), ('bash', 'ADJ'), ('head', 'NOUN'), ('chief', 'NOUN'), ('standing', 'VERB'), ('front', 'ADJ'), ('stone', 'NOUN'), ('bashes', 'NOUN'), ('life', 'NOUN'), ('chief', 'NOUN'), ('standing', 'VERB'), ('lifeless', 'NOUN'), ('body', 'NOUN'), ('breathing', 'VERB'), ('heavily', 'ADV'), ('looking', 'VERB'), ('100', 'NUM'), ('angry', 'ADJ'), ('natives', 'NOUN'), ('voice', 'NOUN'), ('booms', 'NOUN'), ('okay', 'VERB'), ('re', 'NOUN'), ('screwed', 'VERB')]","['deepest', 'surrounded', 'oh', 'sky', 'pick', 'bash', 'front', 'angry']",['upon'],"['suddenly', 'quietly', 'heavily']",[],[],"['explorer', 'amazon', 'bloodthirsty', 'group', 'situation', 'god', 'm', 'darkens', 'voice', 'booms', 'stone', 'feet', 'head', 'chief', 'stone', 'bashes', 'life', 'chief', 'lifeless', 'body', 'natives', 'voice', 'booms', 're']",['100'],[],[],"['finds', 'natives', 'surveying', 'says', 'screwed', 'screwed', 'standing', 'standing', 'breathing', 'looking', 'okay', 'screwed']",[],[],explorer amazon finds bloodthirsty group natives surveying situation says god screwed darkens voice booms screwed stone feet head chief standing stone bashes life chief standing lifeless body breathing looking natives voice booms okay re screwed,"[(0, 0.0010674081), (1, 0.00092482445), (2, 0.0010938682), (3, 0.000603492), (4, 0.00085596327), (5, 0.00081310014), (6, 0.0012536533), (7, 0.0009776435), (8, 0.9915976), (9, 0.000812466)]","[(8, 0.9915976), (6, 0.0012536533), (2, 0.0010938682), (0, 0.0010674081), (7, 0.0009776435), (1, 0.00092482445), (4, 0.00085596327), (5, 0.00081310014), (9, 0.000812466), (3, 0.000603492)]",8
36,"|  

  
A guy walks into a bar, orders a beer and says to the bartender, ""Hey, I got
this great Polish Joke...""

The barkeep glares at him and says in a warning tone of voice: ""Before you go
telling that joke you better know that I'm Polish, both bouncers are Polish
and so are most of my customers""

""Okay"" says the customer,""I'll tell it very slowly.""  
  
---|---

",a guy walks into a bar orders a beer and says to the bartender hey i got this great polish joke the barkeep glares at him and says in a warning tone of voice before you go telling that joke you better know that i m polish both bouncers are polish and so are most of my customers okay says the customer i ll tell it very slowly,guy walks bar orders beer says bartender hey got great polish joke barkeep glares says warning tone voice go telling joke better know m polish bouncers polish customers okay says customer ll tell slowly,guy walk bar order beer say bartender hey got great polish joke barkeep glare say warning tone voice go telling joke better know m polish bouncer polish customer okay say customer ll tell slowly,"[('guy', 'NOUN'), ('walks', 'NOUN'), ('bar', 'NOUN'), ('orders', 'NOUN'), ('beer', 'NOUN'), ('says', 'VERB'), ('bartender', 'NOUN'), ('hey', 'NOUN'), ('got', 'VERB'), ('great', 'ADJ'), ('polish', 'ADJ'), ('joke', 'NOUN'), ('barkeep', 'NOUN'), ('glares', 'NOUN'), ('says', 'VERB'), ('warning', 'VERB'), ('tone', 'NOUN'), ('voice', 'NOUN'), ('go', 'VERB'), ('telling', 'VERB'), ('joke', 'NOUN'), ('better', 'ADV'), ('know', 'VERB'), ('m', 'ADJ'), ('polish', 'ADJ'), ('bouncers', 'NOUN'), ('polish', 'ADJ'), ('customers', 'NOUN'), ('okay', 'VERB'), ('says', 'VERB'), ('customer', 'NOUN'), ('ll', 'NOUN'), ('tell', 'VERB'), ('slowly', 'ADV')]","['great', 'polish', 'm', 'polish', 'polish']",[],"['better', 'slowly']",[],[],"['guy', 'walks', 'bar', 'orders', 'beer', 'bartender', 'hey', 'joke', 'barkeep', 'glares', 'tone', 'voice', 'joke', 'bouncers', 'customers', 'customer', 'll']",[],[],[],"['says', 'got', 'says', 'warning', 'go', 'telling', 'know', 'okay', 'says', 'tell']",[],[],guy walks bar orders beer says bartender hey got joke barkeep glares says warning tone voice go telling joke know bouncers customers okay says customer ll tell,"[(0, 0.0013798157), (1, 0.0011955008), (2, 0.00141402), (3, 0.0007801213), (4, 0.0011064855), (5, 0.0010510772), (6, 0.0016205708), (7, 0.0012637789), (8, 0.98913836), (9, 0.0010502575)]","[(8, 0.98913836), (6, 0.0016205708), (2, 0.00141402), (0, 0.0013798157), (7, 0.0012637789), (1, 0.0011955008), (4, 0.0011064855), (5, 0.0010510772), (9, 0.0010502575), (3, 0.0007801213)]",8
37,"|  

  
A Jewish young man was seeing a psychiatrist for an eating and sleeping
disorder.  
  
""I am so obsessed with my mother... As soon as I go to sleep, I start
dreaming, and everyone in my dream turns into my mother. I wake up in such a
state, all I can do is go downstairs and eat a piece of toast.""  
  
The psychiatrist replies:  
  
""What, just one piece of toast, for a big boy like you?""

  
  
---|---

",a jewish young man was seeing a psychiatrist for an eating and sleeping disorder i am so obsessed with my mother as soon as i go to sleep i start dreaming and everyone in my dream turns into my mother i wake up in such a state all i can do is go downstairs and eat a piece of toast the psychiatrist replies what just one piece of toast for a big boy like you,jewish young man seeing psychiatrist eating sleeping disorder obsessed mother soon go sleep start dreaming everyone dream turns mother wake state go downstairs eat piece toast psychiatrist replies one piece toast big boy like,jewish young man seeing psychiatrist eating sleeping disorder obsessed mother soon go sleep start dreaming everyone dream turn mother wake state go downstairs eat piece toast psychiatrist reply one piece toast big boy like,"[('jewish', 'ADJ'), ('young', 'ADJ'), ('man', 'NOUN'), ('seeing', 'VERB'), ('psychiatrist', 'ADJ'), ('eating', 'VERB'), ('sleeping', 'VERB'), ('disorder', 'NOUN'), ('obsessed', 'VERB'), ('mother', 'ADV'), ('soon', 'ADV'), ('go', 'VERB'), ('sleep', 'ADJ'), ('start', 'NOUN'), ('dreaming', 'VERB'), ('everyone', 'NOUN'), ('dream', 'NOUN'), ('turns', 'VERB'), ('mother', 'ADV'), ('wake', 'ADJ'), ('state', 'NOUN'), ('go', 'VERB'), ('downstairs', 'ADV'), ('eat', 'ADV'), ('piece', 'ADJ'), ('toast', 'ADJ'), ('psychiatrist', 'NOUN'), ('replies', 'NOUN'), ('one', 'NUM'), ('piece', 'NOUN'), ('toast', 'NOUN'), ('big', 'ADJ'), ('boy', 'NOUN'), ('like', 'ADP')]","['jewish', 'young', 'psychiatrist', 'sleep', 'wake', 'piece', 'toast', 'big']",['like'],"['mother', 'soon', 'mother', 'downstairs', 'eat']",[],[],"['man', 'disorder', 'start', 'everyone', 'dream', 'state', 'psychiatrist', 'replies', 'piece', 'toast', 'boy']",['one'],[],[],"['seeing', 'eating', 'sleeping', 'obsessed', 'go', 'dreaming', 'turns', 'go']",[],[],man seeing eating sleeping disorder obsessed go start dreaming everyone dream turns state go psychiatrist replies piece toast boy,"[(0, 0.98466384), (1, 0.0016901734), (2, 0.0019991111), (3, 0.0011029188), (4, 0.0015643254), (5, 0.0014859905), (6, 0.0022911283), (7, 0.0017867036), (8, 0.0019309814), (9, 0.0014848314)]","[(0, 0.98466384), (6, 0.0022911283), (2, 0.0019991111), (8, 0.0019309814), (7, 0.0017867036), (1, 0.0016901734), (4, 0.0015643254), (5, 0.0014859905), (9, 0.0014848314), (3, 0.0011029188)]",0
38,"|  

  
""May I take your order?"" the waiter asked.

""Yes, how do you prepare your chickens?""

""Nothing special sir,"" he replied. ""We just tell them straight out that
they're going to die.""  
  
---|---

",may i take your order the waiter asked yes how do you prepare your chickens nothing special sir he replied we just tell them straight out that they re going to die,may take order waiter asked yes prepare chickens nothing special sir replied tell straight re going die,may take order waiter asked yes prepare chicken nothing special sir replied tell straight re going die,"[('may', 'VERB'), ('take', 'VERB'), ('order', 'NOUN'), ('waiter', 'NOUN'), ('asked', 'VERB'), ('yes', 'NOUN'), ('prepare', 'VERB'), ('chickens', 'NOUN'), ('nothing', 'NOUN'), ('special', 'ADJ'), ('sir', 'NOUN'), ('replied', 'VERB'), ('tell', 'NOUN'), ('straight', 'ADV'), ('re', 'VERB'), ('going', 'VERB'), ('die', 'VERB')]",['special'],[],['straight'],[],[],"['order', 'waiter', 'yes', 'chickens', 'nothing', 'sir', 'tell']",[],[],[],"['may', 'take', 'asked', 'prepare', 'replied', 're', 'going', 'die']",[],[],may take order waiter asked yes prepare chickens nothing sir replied tell re going die,"[(0, 0.0024596483), (1, 0.00213109), (2, 0.0025206206), (3, 0.0013906378), (4, 0.001972412), (5, 0.0018736417), (6, 0.9810922), (7, 0.002252802), (8, 0.0024347177), (9, 0.0018721805)]","[(6, 0.9810922), (2, 0.0025206206), (0, 0.0024596483), (8, 0.0024347177), (7, 0.002252802), (1, 0.00213109), (4, 0.001972412), (5, 0.0018736417), (9, 0.0018721805), (3, 0.0013906378)]",6
39,"|  

  
What is the difference between men and women:  
  
A woman wants one man to satisfy her every need.  
A man wants every woman to satisfy his one need.

  
  
---|---

",what is the difference between men and women a woman wants one man to satisfy her every need a man wants every woman to satisfy his one need,difference men women woman wants one man satisfy every need man wants every woman satisfy one need,difference men woman woman want one man satisfy every need man want every woman satisfy one need,"[('difference', 'NOUN'), ('men', 'NOUN'), ('women', 'NOUN'), ('woman', 'NOUN'), ('wants', 'VERB'), ('one', 'NUM'), ('man', 'NOUN'), ('satisfy', 'NOUN'), ('every', 'DET'), ('need', 'NOUN'), ('man', 'NOUN'), ('wants', 'VERB'), ('every', 'DET'), ('woman', 'NOUN'), ('satisfy', 'VERB'), ('one', 'NUM'), ('need', 'NOUN')]",[],[],[],[],"['every', 'every']","['difference', 'men', 'women', 'woman', 'man', 'satisfy', 'need', 'man', 'woman', 'need']","['one', 'one']",[],[],"['wants', 'wants', 'satisfy']",[],[],difference men women woman wants man satisfy need man wants woman satisfy need,"[(0, 0.0028284627), (1, 0.0024506382), (2, 0.97783375), (3, 0.0015991584), (4, 0.0022681672), (5, 0.0021545866), (6, 0.0033219827), (7, 0.0025906006), (8, 0.0027997938), (9, 0.0021529063)]","[(2, 0.97783375), (6, 0.0033219827), (0, 0.0028284627), (8, 0.0027997938), (7, 0.0025906006), (1, 0.0024506382), (4, 0.0022681672), (5, 0.0021545866), (9, 0.0021529063), (3, 0.0015991584)]",2
4,"|  

  
Q. What's the difference between a man and a toilet?

A. A toilet doesn't follow you around after you use it.  
---|---

",q what s the difference between a man and a toilet a a toilet doesn t follow you around after you use it,q difference man toilet toilet doesn follow around use,q difference man toilet toilet doesn follow around use,"[('q', 'NOUN'), ('difference', 'NOUN'), ('man', 'NOUN'), ('toilet', 'NOUN'), ('toilet', 'NOUN'), ('doesn', 'NOUN'), ('follow', 'VERB'), ('around', 'ADP'), ('use', 'NOUN')]",[],['around'],[],[],[],"['q', 'difference', 'man', 'toilet', 'toilet', 'doesn', 'use']",[],[],[],['follow'],[],[],difference man toilet toilet doesn follow use,"[(0, 0.005142431), (1, 0.0044555077), (2, 0.95969945), (3, 0.0029074315), (4, 0.004123757), (5, 0.003917256), (6, 0.0060397), (7, 0.0047099735), (8, 0.005090308), (9, 0.003914201)]","[(2, 0.95969945), (6, 0.0060397), (0, 0.005142431), (8, 0.005090308), (7, 0.0047099735), (1, 0.0044555077), (4, 0.004123757), (5, 0.003917256), (9, 0.003914201), (3, 0.0029074315)]",2
40,"|  

  
How many Irishmen does it take to change a lightbulb?

Two, one to hold the lightbulb and the other to drink until the room spins.  
---|---

",how many irishmen does it take to change a lightbulb two one to hold the lightbulb and the other to drink until the room spins,many irishmen take change lightbulb two one hold lightbulb drink room spins,many irishman take change lightbulb two one hold lightbulb drink room spin,"[('many', 'ADJ'), ('irishmen', 'NOUN'), ('take', 'VERB'), ('change', 'NOUN'), ('lightbulb', 'NOUN'), ('two', 'NUM'), ('one', 'NUM'), ('hold', 'NOUN'), ('lightbulb', 'NOUN'), ('drink', 'VERB'), ('room', 'NOUN'), ('spins', 'NOUN')]",['many'],[],[],[],[],"['irishmen', 'change', 'lightbulb', 'hold', 'lightbulb', 'room', 'spins']","['two', 'one']",[],[],"['take', 'drink']",[],[],irishmen take change lightbulb hold lightbulb drink room spins,"[(0, 0.00404057), (1, 0.0035008332), (2, 0.9683346), (3, 0.0022844607), (4, 0.003240166), (5, 0.0030779117), (6, 0.004745583), (7, 0.0037007746), (8, 0.0039996156), (9, 0.0030755112)]","[(2, 0.9683346), (6, 0.004745583), (0, 0.00404057), (8, 0.0039996156), (7, 0.0037007746), (1, 0.0035008332), (4, 0.003240166), (5, 0.0030779117), (9, 0.0030755112), (3, 0.0022844607)]",2
41,"|  

  
What does an atheist say during an orgasm?

""Oh Darwin! Oh Darwin!...""  
  
---|---

",what does an atheist say during an orgasm oh darwin oh darwin,atheist say orgasm oh darwin oh darwin,atheist say orgasm oh darwin oh darwin,"[('atheist', 'ADJ'), ('say', 'VERB'), ('orgasm', 'ADJ'), ('oh', 'ADJ'), ('darwin', 'NOUN'), ('oh', 'NOUN'), ('darwin', 'NOUN')]","['atheist', 'orgasm', 'oh']",[],[],[],[],"['darwin', 'oh', 'darwin']",[],[],[],['say'],[],[],say darwin oh darwin,"[(0, 0.008701885), (1, 0.007539492), (2, 0.9318044), (3, 0.004919878), (4, 0.0069781123), (5, 0.006628677), (6, 0.01022022), (7, 0.007970092), (8, 0.008613683), (9, 0.006623507)]","[(2, 0.9318044), (6, 0.01022022), (0, 0.008701885), (8, 0.008613683), (7, 0.007970092), (1, 0.007539492), (4, 0.0069781123), (5, 0.006628677), (9, 0.006623507), (3, 0.004919878)]",2
42,"|  

  
Two men are discussing the age old question: who enjoys sex more, the man or
the woman? A woman walks by and listens in for awhile and then interrupts:

""Listen you guys. You know when your ear itches and you put in your little
finger and wiggle it around for awhile? Afterward, which feels better, your
finger or your ear?""  
  
---|---

",two men are discussing the age old question who enjoys sex more the man or the woman a woman walks by and listens in for awhile and then interrupts listen you guys you know when your ear itches and you put in your little finger and wiggle it around for awhile afterward which feels better your finger or your ear,two men discussing age old question enjoys sex man woman woman walks listens awhile interrupts listen guys know ear itches put little finger wiggle around awhile afterward feels better finger ear,two men discussing age old question enjoys sex man woman woman walk listens awhile interrupt listen guy know ear itch put little finger wiggle around awhile afterward feel better finger ear,"[('two', 'NUM'), ('men', 'NOUN'), ('discussing', 'VERB'), ('age', 'NOUN'), ('old', 'ADJ'), ('question', 'NOUN'), ('enjoys', 'VERB'), ('sex', 'NOUN'), ('man', 'NOUN'), ('woman', 'NOUN'), ('woman', 'NOUN'), ('walks', 'VERB'), ('listens', 'NOUN'), ('awhile', 'ADP'), ('interrupts', 'NOUN'), ('listen', 'VERB'), ('guys', 'NOUN'), ('know', 'VERB'), ('ear', 'ADJ'), ('itches', 'NOUN'), ('put', 'VERB'), ('little', 'ADJ'), ('finger', 'NOUN'), ('wiggle', 'VERB'), ('around', 'ADP'), ('awhile', 'ADV'), ('afterward', 'ADJ'), ('feels', 'NOUN'), ('better', 'ADV'), ('finger', 'NOUN'), ('ear', 'VERB')]","['old', 'ear', 'little', 'afterward']","['awhile', 'around']","['awhile', 'better']",[],[],"['men', 'age', 'question', 'sex', 'man', 'woman', 'woman', 'listens', 'interrupts', 'guys', 'itches', 'finger', 'feels', 'finger']",['two'],[],[],"['discussing', 'enjoys', 'walks', 'listen', 'know', 'put', 'wiggle', 'ear']",[],[],men discussing age question enjoys sex man woman woman walks listens interrupts listen guys know itches put finger wiggle feels finger ear,"[(0, 0.0016887422), (1, 0.0014631611), (2, 0.0017306044), (3, 0.00095478236), (4, 0.0013542161), (5, 0.0012864025), (6, 0.98701835), (7, 0.0015467259), (8, 0.0016716254), (9, 0.0012853992)]","[(6, 0.98701835), (2, 0.0017306044), (0, 0.0016887422), (8, 0.0016716254), (7, 0.0015467259), (1, 0.0014631611), (4, 0.0013542161), (5, 0.0012864025), (9, 0.0012853992), (3, 0.00095478236)]",6
43,"|  

  
Arnold Swartzeneger and Sylvester Stallone are making a movie about the lives
of the great composers.

Stallone says ""I want to be Mozart.""

Swartzeneger says: ""In that case... I'll be Bach.""  
  
---|---

",arnold swartzeneger and sylvester stallone are making a movie about the lives of the great composers stallone says i want to be mozart swartzeneger says in that case i ll be bach,arnold swartzeneger sylvester stallone making movie lives great composers stallone says want mozart swartzeneger says case ll bach,arnold swartzeneger sylvester stallone making movie life great composer stallone say want mozart swartzeneger say case ll bach,"[('arnold', 'ADV'), ('swartzeneger', 'NOUN'), ('sylvester', 'NOUN'), ('stallone', 'NOUN'), ('making', 'VERB'), ('movie', 'NOUN'), ('lives', 'VERB'), ('great', 'ADJ'), ('composers', 'NOUN'), ('stallone', 'VERB'), ('says', 'VERB'), ('want', 'VERB'), ('mozart', 'NOUN'), ('swartzeneger', 'NOUN'), ('says', 'VERB'), ('case', 'NOUN'), ('ll', 'VERB'), ('bach', 'NOUN')]",['great'],[],['arnold'],[],[],"['swartzeneger', 'sylvester', 'stallone', 'movie', 'composers', 'mozart', 'swartzeneger', 'case', 'bach']",[],[],[],"['making', 'lives', 'stallone', 'says', 'want', 'says', 'll']",[],[],swartzeneger sylvester stallone making movie lives composers stallone says want mozart swartzeneger says case ll bach,"[(0, 0.0023089831), (1, 0.0020005505), (2, 0.0023662206), (3, 0.0013054546), (4, 0.0018515924), (5, 0.0017588722), (6, 0.0027118626), (7, 0.0021148073), (8, 0.0022855797), (9, 0.981296)]","[(9, 0.981296), (6, 0.0027118626), (2, 0.0023662206), (0, 0.0023089831), (8, 0.0022855797), (7, 0.0021148073), (1, 0.0020005505), (4, 0.0018515924), (5, 0.0017588722), (3, 0.0013054546)]",9
